Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7mKAY4eAmoMxFXU1Z8TURK,"Use My Heart Against Me","Nashville Canyon, Pt. 1","Jessica Simpson",2025-03-21,187173,34,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:47Z,"","Nashville Canyon",0.551,0.842,10,-5.197,0,0.107,0.0948,0,0.134,0.932,174.152,4
00IOOzYyfr0h2rp2CaHCNh,"Leave","Nashville Canyon, Pt. 1","Jessica Simpson",2025-03-21,185940,35,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:47Z,"","Nashville Canyon",0.644,0.767,11,-5.308,0,0.0531,0.00678,0.0000625,0.0981,0.774,92.094,4
3mp89uwWqq0mprXPVbST3h,"Enchanté","Datsha","Amine Laje,Traumer",2025-03-20,161047,27,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.277,0.224,0,-19.487,1,0.0439,0.964,0.959,0.0739,0.0416,180.191,4
1YJWFDzSuC4mnHN46Go3kr,"Petit Cat","Datsha","Amine Laje,Traumer",2025-03-20,316240,22,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.758,0.239,7,-12.47,0,0.388,0.734,0.779,0.127,0.585,179.974,4
0p3KUQHhHmTWx1q6qT0Fo4,"Little Bird Wants To Fly","Datsha","Amine Laje,Traumer",2025-03-20,239837,31,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.768,0.617,6,-9.58,0,0.0584,0.0137,0.843,0.124,0.767,100.002,4
18N2UtxodbJjSYUVvRXaq7,"Southern South","Datsha","Amine Laje,Traumer",2025-03-20,503298,27,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.74,0.716,6,-11.589,1,0.0465,0.0219,0.919,0.0913,0.481,102.001,4
6siweM42oVrkdYqXclkioK,"60th","Datsha","Amine Laje,Traumer",2025-03-20,213571,26,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.681,0.42,9,-11.46,0,0.108,0.0034,0.607,0.0922,0.357,177.951,4
0CRjyefuvXkiA875Ez2Pu0,"Further Happiness","Datsha","Amine Laje,Traumer",2025-03-20,349857,25,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.859,0.496,11,-11.713,1,0.0946,0.147,0.926,0.253,0.237,100.01,4
3QKVsBovo1zfJsgE7SteYr,"Love 4 Em","Datsha","Amine Laje,Traumer",2025-03-20,216511,24,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.808,0.391,0,-9.092,1,0.0435,0.122,0.55,0.127,0.603,92.018,4
2rkCRtANGaqshVltIuOhzz,"Ridin Smoothly","Datsha","Amine Laje,Traumer",2025-03-20,280061,21,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.71,0.45,8,-8.628,1,0.0657,0.0121,0.828,0.0833,0.672,93.019,4
5wF3sNYz6ninZOlK2V6sy1,"Roucous","Datsha","Amine Laje,Traumer",2025-03-20,267022,26,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.789,0.512,5,-10.695,0,0.0399,0.00997,0.862,0.0776,0.95,101.986,4
08TJmLFXfHN389jxP5sgbD,"Live Me Now","Datsha","Amine Laje,Traumer",2025-03-20,261333,30,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.839,0.293,1,-11.239,1,0.0861,0.0996,0.939,0.0991,0.688,90.019,4
3caQd2U2arXtRLXxfbTmdz,"Mimosa","Datsha","Amine Laje,Traumer",2025-03-20,265978,24,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:53:57Z,"j-r&b,minimal techno,dub techno,tech house,minimalism","Rotary Phono Lab",0.697,0.53,11,-11.803,0,0.0431,0.145,0.918,0.168,0.759,94.996,4
0qzACMZPf3TJEQb6swZGUQ,"Crowded Streets","Watermelon/Peacock","Exploding Flowers",2025-03-21,169011,10,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.326,0.829,2,-6.42,1,0.0352,0.0228,0.00000895,0.497,0.807,163.651,4
0jVUSFxfLPVRF7lLYrEIYR,"What Are We Going To Do","Watermelon/Peacock","Exploding Flowers",2025-03-21,148000,8,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.47,0.722,7,-9.057,1,0.0302,0.53,0.23,0.271,0.943,120,4
0XPILaFvz46BIwWmy33BPr,"Life On A Timeline","Watermelon/Peacock","Exploding Flowers",2025-03-21,130000,8,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.308,0.924,0,-6.154,1,0.0592,0.0596,0.00000385,0.653,0.779,143.443,4
3Q7aU3VZYkaUPejbxwA5zh,"A Colour Box","Watermelon/Peacock","Exploding Flowers",2025-03-21,195000,7,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.24,0.678,2,-6.452,1,0.0295,0.0887,0.593,0.226,0.496,165.211,4
5TvKXDugw88r17lKqbwYQM,"All In Stride","Watermelon/Peacock","Exploding Flowers",2025-03-21,171000,7,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.416,0.715,0,-7.506,1,0.0449,0.426,0.72,0.675,0.624,124.137,4
2gp5DzTkLFbpOKhGkdwEAB,"We're Flying Half As High","Watermelon/Peacock","Exploding Flowers",2025-03-21,150000,7,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.467,0.734,9,-6.707,1,0.0287,0.25,0.00734,0.146,0.712,128.685,4
0t5cc7sllVv9ECsgmqkOqX,"American Strife, American Life","Watermelon/Peacock","Exploding Flowers",2025-03-21,271000,7,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.685,0.583,9,-7.084,1,0.0301,0.778,0.17,0.0804,0.858,111.252,4
3DuklBmMKYgKMlsIxCXnnZ,"(No Arms Around) The Isolationist","Watermelon/Peacock","Exploding Flowers",2025-03-21,119000,7,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.281,0.948,4,-6.115,1,0.0968,0.0316,0.0000262,0.237,0.425,154.452,4
6BDd4rU7soBKBR3hDftO5H,"Beneath Our Feet","Watermelon/Peacock","Exploding Flowers",2025-03-21,236000,6,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.535,0.605,0,-6.616,1,0.03,0.134,0.0000261,0.387,0.775,117.804,4
4qqbADmTyBYAkZTCn67JgV,"Hungry Ghost","Watermelon/Peacock","Exploding Flowers",2025-03-21,247000,7,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.447,0.887,0,-6.208,1,0.0347,0.339,0.663,0.132,0.566,122.36,4
3aoVZthVaq3GVqm0uAqsP5,"Slow And Paced","Watermelon/Peacock","Exploding Flowers",2025-03-21,152000,5,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.401,0.638,9,-7.159,1,0.027,0.223,0,0.11,0.476,112.39,4
7zDbGYrmSEAgZsXxEcwPHk,"The Grass Grows On","Watermelon/Peacock","Exploding Flowers",2025-03-21,128000,8,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.628,0.846,9,-7.844,1,0.0285,0.116,0.12,0.15,0.88,124.242,4
1mJFMDDNVHbAG2Auzm0m8X,"Build A Bridge","Watermelon/Peacock","Exploding Flowers",2025-03-21,176000,8,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.423,0.753,10,-8.085,1,0.026,0.702,0.334,0.173,0.725,152.484,4
6kzzqOHmuAwsoSVPV2gGSl,"Across A Sea","Watermelon/Peacock","Exploding Flowers",2025-03-21,142000,10,mmr4r23xnc6oh1c77lysfbqg4,2025-03-27T20:57:43Z,"jangle pop,power pop","Meritorio Records",0.43,0.814,0,-6.819,1,0.03,0.0709,0.0115,0.473,0.934,154.351,4
2EDBjvlWHKWNyHHWMWPx1j,"Portrait of My Heart","Portrait of My Heart","SPELLLING",2025-03-28,282850,43,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.688,0.6,10,-7.909,1,0.0509,0.0299,0.0623,0.112,0.392,129.972,4
6pNk42FcazJhkRcpS6bSoo,"Keep It Alive","Portrait of My Heart","SPELLLING",2025-03-28,162879,42,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.489,0.633,0,-6.432,1,0.0415,0.0166,0.0373,0.26,0.134,132.923,4
4vJwDg2v0uBZVYZZkQxqfv,"Alibi","Portrait of My Heart","SPELLLING",2025-03-28,198067,41,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.515,0.828,7,-5.785,1,0.109,0.0044,0.0000622,0.154,0.354,144.75,4
2lnHmGz1KkSSw4aizcpHeo,"Waterfall","Portrait of My Heart","SPELLLING",2025-03-28,172084,46,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.544,0.817,7,-4.703,1,0.0437,0.0821,0.00000378,0.0418,0.327,115.972,4
066WOQPw6kyPphQ1XtAz9Q,"Destiny Arrives","Portrait of My Heart","SPELLLING",2025-03-28,242423,41,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.481,0.429,2,-8.27,1,0.0472,0.261,0,0.107,0.152,95.115,4
1Srcah4QvMHtYUnlCEnZSo,"Ammunition","Portrait of My Heart","SPELLLING",2025-03-28,229356,40,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.334,0.545,1,-6.517,0,0.0314,0.0826,0.0102,0.0868,0.36,169.585,4
0OdSBmEGwMjQbDuOCtTOhx,"Mount Analogue","Portrait of My Heart","SPELLLING",2025-03-28,253796,40,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.566,0.56,5,-9.564,1,0.0256,0.21,0.00362,0.111,0.34,90.003,4
4efaIpKQ1z7S0hJOCxfCRy,"Drain","Portrait of My Heart","SPELLLING",2025-03-28,308484,39,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.41,0.641,0,-7.099,1,0.0413,0.0107,0.000201,0.264,0.215,135.292,4
1kGyz7Eojp7v75k0M3Wr7W,"Satisfaction","Portrait of My Heart","SPELLLING",2025-03-28,130186,38,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.454,0.68,7,-7.804,1,0.0557,0.013,0.0164,0.274,0.262,145.169,4
4FZ2ith4hJTXmlY3odwASP,"Love Ray Eyes","Portrait of My Heart","SPELLLING",2025-03-28,213795,38,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.548,0.821,1,-4.682,0,0.0431,0.0383,0.00121,0.124,0.477,134.982,4
6frIsuEhAeC49WcoMJUDli,"Sometimes","Portrait of My Heart","SPELLLING",2025-03-28,268369,39,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:09:54Z,"art pop,baroque pop,chamber pop","Sacred Bones Records",0.236,0.493,2,-8.408,1,0.0347,0.0918,0.0158,0.106,0.0387,124.775,4
0TR6bZ12pF2qC0XqpuXYkY,"Dusty","Earthstar Mountain","Hannah Cohen",2025-03-28,245776,36,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.584,0.577,7,-9.434,1,0.0368,0.485,0.039,0.0654,0.666,78.985,4
15U5ilubQiS4aiiFO3zuZE,"Draggin'","Earthstar Mountain","Hannah Cohen",2025-03-28,275307,33,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.746,0.734,4,-7.653,1,0.0292,0.28,0.034,0.0831,0.637,90.051,4
1xQKkR7bFenmihMnOgoFgC,"Mountain","Earthstar Mountain","Hannah Cohen",2025-03-28,239895,50,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.666,0.486,9,-10.114,0,0.0282,0.697,0.0456,0.109,0.455,121.022,4
0SC0WzJk80snenOopsPzvM,"Earthstar","Earthstar Mountain","Hannah Cohen",2025-03-28,243455,37,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.513,0.726,1,-8.566,0,0.0397,0.289,0.267,0.0778,0.492,152.012,4
6bBT3hDMliMzEklojCLa5h,"Rag","Earthstar Mountain","Hannah Cohen",2025-03-28,185083,32,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.52,0.225,11,-13.051,1,0.0339,0.905,0.000625,0.113,0.313,117.232,4
21EhXOI53Xn8rHsQbTH8eH,"Una Spiaggia","Earthstar Mountain","Hannah Cohen",2025-03-28,104960,32,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.488,0.521,2,-9.399,1,0.0317,0.868,0.994,0.12,0.288,125.1,4
22Owv4nARWNLMrMOARWzo7,"Summer Sweat","Earthstar Mountain","Hannah Cohen",2025-03-28,246761,34,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.626,0.81,5,-8.712,0,0.0436,0.14,0.277,0.0451,0.864,170.022,4
2xepUn80qcq4raOid2rV9p,"Shoe","Earthstar Mountain","Hannah Cohen",2025-03-28,203600,30,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.603,0.403,4,-11.237,1,0.0375,0.8,0.00251,0.0963,0.198,119.851,3
3vCH4YzLnacmiOnWSEUkDK,"Baby You're Lying","Earthstar Mountain","Hannah Cohen",2025-03-28,202336,30,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.559,0.246,9,-10.725,1,0.0283,0.901,0.224,0.171,0.236,137.872,4
0XAkh0xiqkTbC52AfN3FHo,"Dog Years","Earthstar Mountain","Hannah Cohen",2025-03-28,290040,29,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:44Z,"","Congrats Records",0.76,0.46,11,-9.909,0,0.0289,0.468,0.389,0.113,0.572,104.994,3
0ZV0aqU5aMLDDyAqfPf3dU,"Tilt","Lost & Found","Free Range",2025-03-28,159600,31,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.381,0.166,11,-14.424,1,0.0324,0.934,0.0000116,0.475,0.381,114.266,4
3J8jLkUJ9SeOMq8M6s9j4g,"Lost & Found","Lost & Found","Free Range",2025-03-28,161946,32,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.608,0.316,4,-13.415,1,0.0253,0.786,0.00548,0.112,0.552,110.833,4
408riaiby6IyvAfp8LOSm2,"Chase","Lost & Found","Free Range",2025-03-28,220506,28,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.64,0.335,2,-13.082,0,0.0302,0.676,0.0804,0.103,0.326,117.262,4
47rmswWf0JePZ1c1cfWKrs,"Service Light","Lost & Found","Free Range",2025-03-28,186120,31,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.641,0.231,11,-14.956,0,0.0297,0.955,0.00111,0.122,0.422,110.101,4
7IDH9ko08rmhYYAYEmYXAw,"Big Star","Lost & Found","Free Range",2025-03-28,195360,28,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.578,0.38,5,-11.795,1,0.0284,0.67,0.00542,0.115,0.658,78,4
538YVjEnf1Qu1dn1ziPs5B,"Hardly","Lost & Found","Free Range",2025-03-28,167306,28,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.606,0.556,4,-10.842,1,0.0248,0.61,0.00127,0.193,0.687,92.973,4
7tU9ed5WWdULvJqUMWpVP4,"Concept","Lost & Found","Free Range",2025-03-28,239613,28,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.61,0.548,1,-9.34,1,0.0269,0.106,0.0000359,0.305,0.483,108.973,4
4aKGX6c5chaiNRb6rwuN8l,"Faith","Lost & Found","Free Range",2025-03-28,148306,27,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.403,0.262,8,-14.511,1,0.0322,0.898,0.000785,0.0895,0.386,135.514,4
7jZNWIUbiMonahJ4VvBXjP,"Clean","Lost & Found","Free Range",2025-03-28,114720,27,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.563,0.192,0,-14.293,1,0.0353,0.876,0,0.0934,0.221,114.028,3
19Xp4cCcnmd64yfhnzVlGk,"Storm","Lost & Found","Free Range",2025-03-28,242386,26,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.479,0.404,6,-11.646,1,0.0287,0.731,0.0521,0.0997,0.353,80.121,4
0PEp6raFlv7TWj81pqOOb2,"Conditions","Lost & Found","Free Range",2025-03-28,190653,26,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.687,0.428,2,-13.817,1,0.0289,0.877,0.00409,0.102,0.592,121.916,4
4XEB3I8MJ9lsJXy6oKPj6h,"Ringing","Lost & Found","Free Range",2025-03-28,134013,25,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.433,0.145,9,-15.158,1,0.0349,0.887,0.000357,0.118,0.319,81.105,4
79ateiCINGI9fDP89HzwW7,"Tilt (Reprise)","Lost & Found","Free Range",2025-03-28,144466,26,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:10:53Z,"","Mick Music",0.314,0.383,11,-12.673,1,0.0388,0.87,0.864,0.0962,0.113,119.075,4
09QOupZgCgw3Z1j97CdPXh,"Light Showroom","Jay Marie, Comfort Me","Mess Esque",2025-03-28,329599,21,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.306,0.343,2,-12.502,1,0.0418,0.623,0.541,0.174,0.337,80.958,4
0XtwH8J5E5God1nvLAutKZ,"Take Me To Your Infinite Garden","Jay Marie, Comfort Me","Mess Esque",2025-03-28,274558,19,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.266,0.633,7,-10.927,1,0.0482,0.152,0.0147,0.101,0.561,85.176,4
0i1ZiRMryFZ87uANnpO4YT,"Liminal space","Jay Marie, Comfort Me","Mess Esque",2025-03-28,202828,18,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.438,0.361,9,-11.583,0,0.0329,0.489,0.306,0.14,0.271,146.382,4
09mn6S9BR3wagc7Vdx2Ve5,"That Chair","Jay Marie, Comfort Me","Mess Esque",2025-03-28,452217,20,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.291,0.499,2,-11.624,1,0.031,0.253,0.712,0.0764,0.109,131.258,3
3Dum7WctMuZgE9xnx7Jgqs,"Crow's Ash Tree","Jay Marie, Comfort Me","Mess Esque",2025-03-28,247083,22,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.328,0.417,2,-10.75,1,0.0314,0.388,0.885,0.131,0.48,85.198,4
61lrV5hnW1gQkGTJZB9dB5,"Let Me Know You","Jay Marie, Comfort Me","Mess Esque",2025-03-28,138449,17,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.246,0.0863,0,-19.004,1,0.0375,0.943,0.894,0.162,0.0616,136.576,4
1hyyK5sFvui2HwoMJWCDuu,"Armour Your Amor","Jay Marie, Comfort Me","Mess Esque",2025-03-28,323870,16,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.414,0.452,0,-10.183,1,0.0298,0.735,0.698,0.137,0.21,109.995,5
6X6moDpJTjBeulO77Lpqac,"No Snow","Jay Marie, Comfort Me","Mess Esque",2025-03-28,318141,15,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:11:38Z,"","Drag City",0.346,0.171,4,-14.272,1,0.0434,0.903,0.0374,0.111,0.0668,54.778,4
7AVrnVPXeBLkUOwR7iKQeB,"Lungs","Dime","Serebii,Tessa de Lyon",2025-03-28,141078,28,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.688,0.412,5,-10.22,0,0.0389,0.491,0.359,0.122,0.702,153.968,4
590fPIjodHZHuimlSnojk0,"Feet For Pegs","Dime","Serebii",2025-03-28,134528,25,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.517,0.414,9,-12.794,1,0.0318,0.768,0.438,0.106,0.276,144.924,4
01t6M8ZxGwlqVTdefA2Q4X,"Goji","Dime","Serebii",2025-03-28,215904,40,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.848,0.355,3,-9.305,0,0.0366,0.106,0.0739,0.115,0.471,133.041,4
5d252aEyyIxG9CI2v9anKK,"Verrans Corner","Dime","Serebii,Leith Sye Towers",2025-03-28,202415,37,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.794,0.521,7,-8.288,1,0.0361,0.366,0.314,0.112,0.357,113.978,4
4r6riAEVEIh10h1WuHhY5Z,"Telling Lies","Dime","Serebii",2025-03-28,131306,48,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.765,0.674,7,-8.171,1,0.0297,0.192,0.0482,0.107,0.586,106.994,4
5BRW27dBacsVtWKUsSUAW1,"By Design","Dime","Serebii",2025-03-28,186093,27,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.782,0.469,7,-7.75,1,0.0404,0.363,0.0321,0.0971,0.498,84.009,4
5GCaR364e0zEibYLpMhR66,"Dime","Dime","Serebii",2025-03-28,125226,30,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.584,0.539,11,-11.897,0,0.035,0.691,0.39,0.105,0.507,94.528,4
1hDA6fJylefHD9RINav47C,"Might As Well Be Watching","Dime","Serebii",2025-03-28,203424,30,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.68,0.312,10,-9.402,0,0.0293,0.186,0.0399,0.121,0.0889,95.99,4
6UUrldFz2XOal5fuFJ8SpX,"The Randan","Dime","Serebii",2025-03-28,244282,22,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.497,0.35,10,-10.422,0,0.13,0.924,0,0.103,0.142,100.72,3
6cQYyvmKLry65XYrXmhatM,"Assembly","Dime","Serebii,Carla Camilleri",2025-03-28,220714,22,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:12:25Z,"","Innovative Leisure",0.741,0.405,0,-9.191,1,0.0376,0.0891,0.577,0.0912,0.345,120.013,4
2DmaPKC5LcrV3LxtZNYAS3,"Not Alone","More","Wallows",2025-03-28,212769,58,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.574,0.868,0,-4.912,1,0.0505,0.00729,0.000272,0.327,0.687,129.986,4
2xwdpcBS3JUMbaGdZ52SLs,"Deep Dive","More","Wallows",2025-03-28,200960,58,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.555,0.477,11,-4.743,1,0.0307,0.219,0.000037,0.0969,0.459,91.153,4
28VXvYDMD3OUybe0WE9i38,"Coffin Change","More","Wallows",2025-03-28,185361,55,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.41,0.881,2,-4.504,1,0.0488,0.000492,0.000701,0.276,0.453,151.924,4
2XLG8FRWlCChHrbfs9YvQN,"Hide It Away","More","Wallows",2025-03-28,169468,62,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.485,0.821,2,-5.793,0,0.0311,0.00812,0,0.156,0.586,122.102,4
6XItvQqkbjcaVYvBtYL2Z1,"Your New Favorite Song","More","Wallows",2025-03-28,187666,54,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.609,0.616,4,-6.865,0,0.0234,0.0934,0.869,0.0887,0.331,89.997,4
2ea8OKuKhHJp9Em1zbMfcb,"Learn to Love Again","More","Wallows",2025-03-28,216516,56,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.566,0.701,3,-7.182,1,0.0326,0.38,0.0722,0.126,0.444,106.041,4
0ZhsNFmDETkuQElCCBe3uL,"Deep Dive - Reprise","More","Wallows",2025-03-28,143850,55,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:06Z,"indie","Atlantic Records",0.665,0.699,11,-4.661,1,0.0319,0.349,0.00000136,0.0691,0.75,94.99,4
5sfKX4KhPcx83uglckdXKD,"Morny In The Earling","Pastel De Nada","James Elkington",2025-03-28,135553,14,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:25Z,"indie folk","No Quarter",0.593,0.638,0,-9.655,0,0.0444,0.455,0.899,0.139,0.489,119.915,4
7amZwMCsREPkc3xtiEa2ly,"I, Altered","Pastel De Nada","James Elkington",2025-03-28,141535,10,mmr4r23xnc6oh1c77lysfbqg4,2025-04-04T12:13:25Z,"indie folk","No Quarter",0.526,0.802,10,-8.237,1,0.0446,0.575,0.916,0.544,0.961,169.858,4
